VictimID,CaseID,Name,Gender,Age,OccupationID,ReligionID,CasteID,InjuryType
6104,44277,Sunil Patel,M,57,7,5,16,Psychological
6105,44424,Ayesha Yellappa,F,53,14,7,18,Minor
6106,44594,Faisal Pinto,M,23,13,1,8,Minor
6107,44631,Sumathi Nair,F,38,6,2,11,Psychological
6108,44794,Anitha Swamy,F,24,17,1,5,Grievous
6109,44906,Ganesh Mirza,M,47,16,1,8,None
6110,45255,Padmavathi Prabhu,F,69,18,1,3,Minor
6111,45556,Sharadha Raju,F,74,6,1,5,Psychological
6112,45556,Parvathi Sharma,F,54,9,1,4,None
6113,45634,Padmavathi Yellappa,F,16,6,2,9,None
6114,46005,Manjunath Muddaiah,M,56,18,1,7,None
6115,46114,Manjula Pinto,F,63,7,3,12,Minor
6116,46160,Vijay Yellappa,M,23,5,1,5,Minor
6117,46160,Divya Khan,F,39,6,3,13,Minor
6118,46227,Divya Khan,F,16,13,1,6,None
6119,46274,Prasad Gowda,M,48,6,1,5,Minor
6120,46302,Manjula Shenoy,F,45,17,3,13,Minor
6121,46814,Shanthala Hegde,F,58,17,1,6,Minor
6122,46821,Fathima Patil,F,27,12,4,14,None
6123,46890,Hemavathi Choudhary,F,31,7,2,9,None
6124,47085,Shivakumar Pinto,M,16,17,1,3,Fatal
6125,47085,Sumathi Sharma,F,46,4,7,18,Fatal
6126,47127,Meena Singh,F,55,18,1,6,Grievous
6127,47268,Manjula Desai,F,16,10,2,10,Minor
6128,47322,Ravi Verma,M,69,5,7,18,Psychological
6129,47616,Shanthala Hanumaiah,F,75,6,5,16,Psychological
6130,47989,Krishnaraj Sharma,M,40,13,1,3,None
6131,48145,Akash Gupta,M,55,5,2,11,Minor
6132,48222,Padmavathi Swamy,F,37,10,7,18,Minor
6133,48447,Roopa Bhat,F,35,15,1,1,Psychological
6134,48487,Nandakumar Kumar,M,58,7,3,13,None
6135,48598,Rubina Shenoy,F,27,3,1,1,Psychological
6136,48608,Divya Singh,F,16,15,1,6,Psychological
6137,48656,Surendra Rangaiah,M,51,4,7,18,Minor
6138,49082,Lakshmi Kamath,F,49,15,3,13,Psychological
6139,49102,Praveen Siddiqui,M,63,9,2,9,Psychological
6140,49669,Puneeth Prabhu,M,20,12,1,7,Minor
6141,260,Umesh Prasad,M,56,15,1,7,None
6142,393,Sowmya Fernandez,F,48,12,2,9,None
6143,1209,Salman Khan,M,30,12,7,18,None
6144,1285,Sneha Joshi,F,74,2,1,6,None
6145,1340,Priya Siddiqui,F,60,8,1,6,None
6146,1904,Chandana Puttaiah,F,75,2,2,9,None
6147,2344,Gayathri DSouza,F,60,12,4,15,None
6148,3387,Arjun Rangaiah,M,62,16,7,18,None
6149,3552,Mallika Gowda,F,24,15,7,18,None
6150,3850,Naresh Hanumaiah,M,16,12,1,6,None
6151,4306,Nanditha Rao,F,57,6,2,9,None
6152,4313,Nandakumar Swamy,M,21,8,2,11,None
6153,4722,Vanitha Gupta,F,57,4,7,18,Psychological
6154,5842,Ajay Prasad,M,55,15,1,3,None
6155,5905,Ayesha Prabhu,F,65,2,1,8,Psychological
6156,6097,Parvathi Swamy,F,51,4,1,8,None
6157,6511,Nanditha Rao,F,33,7,1,6,None
6158,6887,Divya Murthy,F,46,1,1,5,None
6159,6889,Sowmya Basappa,F,53,6,7,18,Minor
6160,7027,Hemavathi Acharya,F,34,6,3,12,None
6161,7419,Imran Nair,M,48,11,4,15,None
6162,7670,Basavaraj Sharma,M,20,11,7,18,Psychological
6163,7670,Girish Desai,M,57,13,1,1,Minor
6164,7715,Parvathi Fernandez,F,42,14,1,8,None
6165,8107,Sunil Khan,M,38,9,1,3,None
6166,8222,Rekha Kamath,F,33,3,1,1,Psychological
6167,8222,Priya Puttaiah,F,56,4,1,7,Minor
6168,8266,Surendra Verma,M,74,13,7,18,None
6169,8426,Radha Khan,F,29,9,1,2,None
6170,9380,Fathima Joshi,F,41,5,1,5,Psychological
6171,9453,Parvathi Krishnappa,F,45,12,7,18,Psychological
6172,9986,Sudha Khan,F,48,13,2,9,Minor
6173,10220,Sudha Joshi,F,46,12,1,6,Psychological
6174,10258,Arjun DSouza,M,56,4,1,6,None
6175,12481,Rahul Khan,M,50,11,1,5,Psychological
6176,13517,Divya Khan,F,58,9,7,18,None
6177,13776,Savitha Nair,F,26,16,1,7,None
6178,13814,Pushpa Nair,F,66,13,1,5,Minor
6179,13877,Veena Gowda,F,58,11,1,4,Minor
6180,14024,Akash Naik,M,37,2,2,10,Minor
6181,14578,Pooja Puttaiah,F,62,8,7,18,Minor
6182,14734,Parvathi Shenoy,F,74,14,1,8,Minor
6183,14775,Sharadha Rangaiah,F,18,9,1,4,Fatal
6184,14893,Bhavana Puttaiah,F,52,18,1,2,Psychological
6185,15108,Ganesh Raju,M,18,17,1,8,Minor
6186,15604,Priya Raju,F,52,15,1,5,None
6187,15604,Sneha Shetty,F,66,4,3,12,None
6188,16324,Nirmala Gupta,F,45,7,7,18,Psychological
6189,16919,Bharath Gowda,M,53,16,7,18,Minor
6190,17098,Rakesh Puttaiah,M,30,16,3,13,None
6191,17646,Nandakumar Gowda,M,43,3,1,2,None
6192,18037,Madesh Sridhara,M,72,8,7,18,Grievous
6193,18037,Ayesha Kumar,F,36,13,2,11,Minor
6194,18459,Nandakumar Bhat,M,56,9,1,7,None
6195,18461,Padmavathi Krishnappa,F,37,14,1,8,None
6196,19006,Arjun Gowda,M,24,15,2,11,Grievous
6197,19166,Anitha DSouza,F,33,12,1,8,None
6198,19166,Mallika Naik,F,71,2,1,5,None
6199,19461,Veena Lingaiah,F,52,2,3,13,None
6200,19968,Veena Patel,F,41,6,1,7,Psychological
6201,19968,Vikas Hegde,M,41,16,7,18,Psychological
6202,20369,Rubina Shenoy,F,27,18,1,2,None
6203,20369,Divya Kamath,F,27,18,1,3,Psychological
6204,20987,Nagaveni Rao,F,71,17,1,2,None
6205,22567,Surendra Gowda,M,48,6,4,14,Minor
6206,22864,Fathima Desai,F,43,14,1,7,Fatal
6207,22864,Nagaraj Bhat,M,67,6,1,7,Fatal
6208,23981,Gayathri Reddy,F,25,12,1,6,Psychological
6209,24491,Pooja Muddaiah,F,30,11,1,5,Minor
6210,24491,Chandana Khan,F,54,9,1,8,Psychological
6211,24608,Prasad Shenoy,M,62,12,3,13,Fatal
6212,24608,Shivakumar Basappa,M,47,4,1,4,Fatal
6213,24608,Anitha Verma,F,72,1,2,11,Fatal
6214,25214,Shivakumar Joshi,M,70,9,1,8,None
6215,25602,Pushpa Rao,F,68,4,1,1,Minor
6216,25948,Lakshmi Swamy,F,65,2,3,13,Psychological
6217,25975,Surendra Patil,M,26,10,2,10,Psychological
6218,26522,Gayathri Raju,F,58,7,1,2,Minor
6219,26826,Divya Veerappa,F,30,5,5,16,Grievous
6220,27239,Radha Thimmaiah,F,43,10,7,18,Minor
6221,27250,Pradeep Hanumaiah,M,29,14,2,10,Psychological
6222,27604,Rajesh Kamath,M,75,10,1,4,Grievous
6223,27721,Surendra Prasad,M,56,18,3,13,None
6224,27721,Rakesh Khan,M,39,10,1,6,Psychological
6225,27961,Radha Hanumaiah,F,52,1,1,5,Minor
6226,27961,Gayathri Prasad,F,40,16,1,2,Minor
6227,28197,Salman Choudhary,M,27,5,4,15,Minor
6228,29248,Kiran Swamy,M,33,7,2,9,Psychological
6229,29248,Gayathri Murthy,F,25,18,1,5,Psychological
6230,29294,Nirmala Nayak,F,21,3,1,8,Minor
6231,29735,Nanditha Murthy,F,22,9,7,18,Minor
6232,29735,Geeta Raju,F,20,3,5,16,Psychological
6233,30131,Venkatesh Shaikh,M,51,18,1,4,Grievous
6234,30527,Girish Siddiqui,M,48,16,4,14,None
6235,30527,Gopal Khan,M,23,12,1,4,Psychological
6236,30978,Ganesh Singh,M,72,11,1,2,None
6237,31233,Mahesh Desai,M,57,14,1,2,Minor
6238,31233,Santosh Acharya,M,50,16,1,2,Minor
6239,31233,Imran Singh,M,54,14,2,11,Minor
6240,32665,Vanitha Pinto,F,59,1,1,6,None
6241,32665,Bhavana Nair,F,19,8,6,17,Psychological
6242,33151,Bharath Gowda,M,39,16,7,18,Psychological
6243,33324,Ratna Bhat,F,25,9,1,7,Minor
6244,34055,Puneeth Sridhara,M,69,18,1,2,Minor
6245,35443,Nirmala Shaikh,F,40,16,2,10,Psychological
6246,36072,Basavaraj Raju,M,44,2,1,7,Psychological
6247,36443,Bhavana Muddaiah,F,66,18,2,11,Fatal
6248,36602,Deepak Raju,M,38,4,1,1,Grievous
6249,36715,Sharadha Patil,F,58,3,2,10,Grievous
6250,36715,Sunitha Fernandez,F,47,15,2,9,Minor
6251,36755,Umesh Naik,M,53,5,1,2,Grievous
6252,36920,Shashi Swamy,M,45,12,1,3,Grievous
6253,37610,Naresh Naik,M,47,11,1,6,Fatal
6254,37836,Sharadha Rangaiah,F,51,15,1,7,Grievous
6255,37987,Shivakumar Siddiqui,M,28,17,7,18,Psychological
6256,39534,Uma Kamath,F,71,8,2,11,Psychological
6257,39553,Anitha Krishnappa,F,34,2,1,6,Minor
6258,39553,Usha Sridhara,F,63,8,1,2,None
6259,40737,Akshata Sharma,F,52,1,3,13,Minor
6260,40953,Chandana Sharma,F,22,2,2,9,Grievous
6261,40998,Sunil Reddy,M,28,18,6,17,Fatal
6262,41639,Sanjay Prasad,M,56,8,1,2,None
6263,41639,Asha Naik,F,59,12,1,1,Minor
6264,42904,Nirmala Pinto,F,50,17,1,8,Grievous
6265,43022,Faisal Yellappa,M,58,8,1,2,Grievous
6266,43139,Rekha Veerappa,F,33,5,3,13,Minor
6267,43237,Uma Shenoy,F,50,5,1,6,Psychological
6268,43237,Nandakumar Acharya,M,46,2,4,14,Psychological
6269,43526,Deepa Krishnappa,F,60,15,7,18,Minor
6270,43618,Sunitha Naik,F,67,15,1,5,Minor
6271,43618,Ratna Veerappa,F,41,15,1,1,Minor
6272,43822,Sunitha Pinto,F,70,4,2,11,Minor
6273,43833,Vikas Desai,M,73,1,1,5,Grievous
6274,44121,Gayathri Reddy,F,24,14,7,18,Minor
6275,44892,Faisal Mirza,M,29,9,1,4,Minor
6276,45054,Rahul Swamy,M,16,1,7,18,Fatal
6277,45267,Parvathi Pinto,F,34,9,1,2,Minor
6278,46387,Lakshmi Yellappa,F,46,17,1,4,Psychological
6279,46443,Lakshmi Swamy,F,20,16,1,8,Minor
6280,47250,Radha Joshi,F,73,17,1,6,None
6281,47611,Deepa Sridhara,F,52,15,5,16,Psychological
6282,47611,Nagaveni Prabhu,F,59,5,4,14,Minor
6283,47678,Shanthala Bhat,F,29,4,1,7,Psychological
6284,47683,Dinesh Patel,M,33,13,2,9,Fatal
6285,47718,Parvathi Prabhu,F,67,13,1,2,Fatal
6286,47864,Santosh Desai,M,26,16,1,1,None
6287,48236,Venkatesh Shaikh,M,39,7,1,6,None
6288,48384,Pavithra Gupta,F,44,17,1,5,Grievous
6289,48427,Pavithra Murthy,F,61,18,1,7,Minor
6290,48889,Pavithra Murthy,F,30,16,1,5,None
6291,49187,Spandana Patel,F,23,11,3,13,None
6292,49556,Girish Joshi,M,73,15,6,17,Minor
6293,49644,Kavitha Acharya,F,53,9,1,5,Minor
6294,49668,Sharadha Sridhara,F,48,15,1,1,Psychological
6295,49696,Rubina Swamy,F,48,8,4,15,Minor
6296,49952,Lakshmi Krishnappa,F,63,16,1,7,Psychological
6297,125,Pooja Veerappa,F,36,4,1,6,None
6298,4791,Anitha Patil,F,43,15,1,8,Minor
6299,6026,Lokesh Lingaiah,M,31,4,1,3,None
6300,9672,Vidya Prabhu,F,56,18,1,8,Minor
6301,12502,Ganesh Prabhu,M,21,6,1,4,Psychological
6302,15091,Umesh Rao,M,20,9,1,3,Minor
6303,18830,Uma Nair,F,51,15,7,18,Minor
6304,20465,Puneeth Nayak,M,18,5,1,7,Fatal
6305,23962,Imran Hegde,M,41,18,6,17,None
6306,26360,Geeta Bhat,F,27,10,1,8,Minor
6307,26953,Vidya Fernandez,F,31,6,1,5,None
6308,27368,Kiran Krishnappa,M,45,18,1,4,None
6309,27582,Harish Gupta,M,57,4,7,18,Grievous
6310,28213,Nandakumar Singh,M,31,10,1,3,Grievous
6311,32375,Nandakumar Rao,M,65,14,1,1,Fatal
6312,35393,Gayathri Bhat,F,58,12,1,7,Minor
6313,35393,Gayathri Mirza,F,51,4,6,17,None
6314,37047,Roopa Puttaiah,F,26,2,1,2,Minor
6315,44161,Nagaveni Mirza,F,75,16,1,3,Minor
6316,48597,Mallika Prasad,F,73,10,7,18,Psychological
6317,3997,Fathima Shaikh,F,67,4,2,9,None
6318,9185,Rohan Lingaiah,M,58,5,1,7,None
6319,25376,Sudha Siddiqui,F,52,6,1,8,Psychological
6320,30365,Pooja Thimmaiah,F,45,15,3,13,Psychological
6321,31850,Gayathri Patil,F,31,5,3,13,None
6322,32183,Hemavathi Bhat,F,66,3,1,2,None
6323,32410,Sunitha Yellappa,F,25,11,1,8,Minor
6324,34211,Rekha Khan,F,26,11,1,7,Minor
6325,35336,Praveen Thimmaiah,M,40,1,5,16,None
6326,35579,Sanjay Thimmaiah,M,40,5,1,5,Minor
6327,35579,Radha Siddiqui,F,38,12,7,18,Minor
6328,40275,Ajay Reddy,M,69,16,1,2,None
6329,40792,Mallika Gowda,F,55,6,1,6,Grievous
6330,46915,Akash Rao,M,47,8,1,7,Grievous
6331,46915,Dinesh Yellappa,M,29,4,1,3,Minor
6332,49583,Sharadha Verma,F,40,9,1,3,Grievous
6333,2328,Suresh Shenoy,M,40,8,3,12,None
6334,3191,Padmavathi Swamy,F,28,8,1,4,None
6335,3601,Reshma Nayak,F,73,17,7,18,None
6336,5519,Manjunath Prasad,M,75,12,1,2,None
6337,6298,Pradeep Reddy,M,21,2,1,5,None
6338,6948,Sowmya DSouza,F,27,3,1,3,None
6339,10203,Ravi Basappa,M,74,12,1,6,Minor
6340,15347,Lokesh Raju,M,69,5,1,4,Grievous
6341,16501,Rubina Gupta,F,35,18,1,7,None
6342,16757,Sumathi Lingaiah,F,65,2,2,9,None
6343,17815,Salman Choudhary,M,61,13,1,3,Minor
6344,19024,Padmavathi Nayak,F,48,10,7,18,Psychological
6345,19437,Nagaveni Raju,F,58,15,1,1,Psychological
6346,19437,Mallika Desai,F,75,17,1,3,None
6347,20002,Priya Veerappa,F,30,15,2,11,None
6348,28026,Uma Mirza,F,50,18,1,6,Minor
6349,28026,Kavitha Shetty,F,37,3,1,5,None
6350,35911,Prasad Reddy,M,64,2,7,18,Minor
6351,36143,Mohammed Puttaiah,M,24,17,1,3,Minor
6352,38643,Nirmala Raju,F,53,16,7,18,None
6353,38799,Nanditha Naik,F,25,8,3,12,Psychological
6354,38799,Nanditha Veerappa,F,56,10,1,5,None
6355,45359,Deepak Prasad,M,36,16,2,11,Grievous
6356,47577,Ayesha Hegde,F,53,8,1,7,Grievous
6357,2716,Nanditha DSouza,F,63,14,1,6,None
6358,6134,Rahul Acharya,M,49,9,3,13,None
6359,6905,Naveen Veerappa,M,56,6,1,2,None
6360,9867,Ayesha Mirza,F,75,5,1,4,Minor
6361,10063,Rubina Prasad,F,57,11,1,6,Psychological
6362,10063,Roopa Shetty,F,46,14,7,18,Minor
6363,16868,Uma Kamath,F,51,6,7,18,Minor
6364,18935,Pushpa Fernandez,F,44,9,1,3,Psychological
6365,23377,Hemavathi Joshi,F,61,2,1,1,Minor
6366,23377,Vanitha Acharya,F,33,3,3,12,Minor
6367,25049,Shivakumar Krishnappa,M,16,3,3,12,None
6368,25049,Rohan Raju,M,69,12,2,9,Minor
6369,26937,Santosh Verma,M,41,3,1,4,Grievous
6370,32258,Pooja Gowda,F,25,12,1,7,Minor
6371,44290,Sneha Fernandez,F,56,15,1,7,None
6372,245,Rakesh DSouza,M,69,15,7,18,None
6373,769,Pushpa Mirza,F,62,8,3,13,None
6374,1769,Chethan Sridhara,M,38,9,1,6,None
6375,1879,Chandana Krishnappa,F,62,16,1,5,None
6376,2920,Shanthala Muddaiah,F,63,4,7,18,None
6377,6520,Praveen Kamath,M,61,4,3,13,None
6378,7905,Ramesh Shenoy,M,50,14,1,5,None
6379,12062,Faisal Khan,M,75,9,3,13,None
6380,13630,Spandana Shaikh,F,28,18,6,17,Minor
6381,14705,Ajay Khan,M,63,18,3,12,Minor
6382,16015,Asha Pinto,F,74,17,2,9,Grievous
6383,16015,Bharath Rao,M,20,5,1,6,Minor
6384,16641,Rubina Nair,F,31,1,3,13,None
6385,17643,Surendra Murthy,M,41,12,1,5,Minor
6386,18224,Rekha Muddaiah,F,70,14,1,4,None
6387,19938,Nagaraj Choudhary,M,67,1,1,5,Minor
6388,19938,Ganesh Choudhary,M,56,17,1,7,Grievous
6389,20450,Santosh Sridhara,M,60,17,3,13,None
6390,21758,Sneha Basappa,F,47,12,1,5,Psychological
6391,22510,Usha DSouza,F,53,18,7,18,Psychological
6392,22510,Bharath Patil,M,59,11,1,3,Psychological
6393,23080,Sudha Rangaiah,F,71,11,1,7,Grievous
6394,24798,Gayathri Veerappa,F,41,15,1,2,Minor
6395,26985,Sunitha Kamath,F,74,3,1,5,Psychological
6396,28446,Ramesh Krishnappa,M,40,13,1,3,None
6397,30258,Akshata Krishnappa,F,54,13,1,6,None
6398,30364,Deepa Joshi,F,34,8,1,3,Fatal
6399,31139,Ganesh Joshi,M,20,11,1,6,None
6400,32167,Pavithra Nayak,F,26,8,1,1,None
6401,33253,Sowmya Shaikh,F,18,9,1,8,Minor
6402,37358,Hemavathi Nair,F,56,6,1,4,Minor
6403,37625,Shanthala Patil,F,51,10,1,5,None
6404,37746,Krishnaraj Desai,M,29,11,1,8,None
6405,38614,Usha Shenoy,F,68,8,1,5,None
6406,41262,Nanditha Puttaiah,F,48,7,1,1,None
6407,41377,Kavitha Siddiqui,F,18,15,5,16,Psychological
6408,41676,Dinesh Lingaiah,M,17,10,1,3,Minor
6409,41676,Manjula Verma,F,29,16,1,4,Minor
6410,42697,Spandana Shaikh,F,31,9,1,6,Minor
6411,45668,Hemavathi Khan,F,21,7,3,12,None
6412,2037,Mohammed Kumar,M,23,3,3,13,None
6413,2726,Manjunath Joshi,M,64,3,1,3,None
6414,5925,Nirmala Joshi,F,75,12,7,18,None
6415,10216,Rohan Veerappa,M,47,11,1,8,Psychological
6416,12485,Pradeep Swamy,M,33,2,1,3,Psychological
6417,13817,Vidya Sharma,F,73,14,2,11,None
6418,16988,Mallika Raju,F,26,3,1,4,None
6419,19079,Siddesh Khan,M,71,8,1,8,Grievous
6420,20414,Usha Shetty,F,54,18,3,13,Psychological
6421,20420,Harish Mirza,M,58,2,7,18,Grievous
6422,21190,Akash Khan,M,75,15,2,11,None
6423,21961,Fathima Sridhara,F,25,11,1,3,Grievous
6424,22917,Uma Fernandez,F,44,13,3,13,None
6425,23064,Radha Naik,F,63,6,2,10,Psychological
6426,24061,Manjula Desai,F,28,9,3,13,Minor
6427,25151,Sumathi Nair,F,55,6,1,8,None
6428,25940,Pooja Bhat,F,48,13,1,4,None
6429,26634,Shanthala Basappa,F,26,10,1,4,Minor
6430,28478,Shivakumar Fernandez,M,20,2,1,2,Minor
6431,32026,Pooja Hegde,F,27,10,1,3,Psychological
6432,32026,Parvathi Swamy,F,38,7,7,18,None
6433,35939,Lakshmi Lingaiah,F,16,12,1,7,None
6434,36347,Parvathi Thimmaiah,F,36,7,1,6,Psychological
6435,37799,Ganesh DSouza,M,36,13,1,1,Fatal
6436,39443,Bhavana Choudhary,F,63,10,3,12,Minor
6437,39443,Padmavathi Gowda,F,65,4,1,5,Minor
6438,39496,Gopal Kamath,M,63,4,1,1,Fatal
6439,40003,Manoj Singh,M,52,11,1,2,Grievous
6440,43269,Manoj Verma,M,69,5,7,18,Minor
6441,44385,Meena Singh,F,39,11,7,18,Minor
6442,44385,Nirmala Murthy,F,71,14,2,9,Minor
6443,46257,Naveen Pinto,M,45,8,2,9,Minor
6444,47378,Parvathi Joshi,F,31,17,1,7,None
6445,48909,Gayathri Murthy,F,17,5,1,7,Minor
6446,49105,Pavithra Muddaiah,F,46,3,1,1,None
6447,586,Shashi Murthy,M,71,4,7,18,None
6448,822,Shashi Acharya,M,49,18,2,9,None
6449,2342,Ganesh Veerappa,M,22,15,1,6,None
6450,2880,Sunitha Kumar,F,16,12,7,18,None
6451,4836,Anil Gupta,M,47,15,2,11,None
6452,7277,Rekha Murthy,F,28,10,1,4,None
6453,8304,Lakshmi Kumar,F,74,1,7,18,None
6454,10841,Rajesh Naik,M,59,16,1,8,Minor
6455,13040,Shivakumar Khan,M,73,3,5,16,Minor
6456,13414,Pooja Patil,F,61,8,7,18,Fatal
6457,15304,Nirmala Rao,F,19,3,3,13,Psychological
6458,16991,Dinesh Khan,M,16,18,1,5,Grievous
6459,16991,Pushpa Swamy,F,16,10,1,6,Grievous
6460,17096,Meena Veerappa,F,60,17,7,18,Minor
6461,17549,Arjun Lingaiah,M,73,17,2,10,Psychological
6462,18124,Nanditha Kumar,F,62,18,1,3,Minor
6463,18732,Anitha Kamath,F,39,10,7,18,Psychological
6464,18945,Reshma Fernandez,F,37,4,3,12,None
6465,19018,Roopa Lingaiah,F,32,1,5,16,Psychological
6466,19061,Asha Prasad,F,38,4,7,18,Psychological
6467,20392,Roopa Rao,F,74,3,1,1,None
6468,20965,Anitha Hanumaiah,F,56,18,1,5,Grievous
6469,22240,Rubina Gupta,F,38,13,1,5,Minor
6470,22240,Hemavathi Nair,F,56,8,3,12,Psychological
6471,25159,Padmavathi Raju,F,75,17,3,13,None
6472,25323,Akshata Puttaiah,F,43,3,1,5,Minor
6473,26092,Nagaveni Basappa,F,34,16,1,5,None
6474,26395,Kavitha Acharya,F,73,7,1,5,Fatal
6475,27391,Ravi Gupta,M,26,11,2,9,Grievous
6476,28873,Nanditha Nair,F,60,4,1,3,Minor
6477,33922,Venkatesh Veerappa,M,62,1,1,8,None
6478,33922,Umesh Nayak,M,36,11,1,4,Minor
6479,34319,Hemavathi Reddy,F,65,6,2,9,None
6480,34406,Sharadha Prabhu,F,55,10,1,8,None
6481,34453,Chandana Joshi,F,70,1,1,5,Minor
6482,34464,Sneha Patil,F,37,8,7,18,Minor
6483,34925,Dinesh Verma,M,17,5,7,18,None
6484,36196,Ratna Reddy,F,72,5,1,6,None
6485,40390,Ratna Swamy,F,54,3,1,6,None
6486,42100,Rubina Muddaiah,F,59,6,3,13,None
6487,42299,Rekha Basappa,F,38,7,1,5,Fatal
6488,42299,Abhishek Fernandez,M,49,10,3,12,Fatal
6489,44165,Padmavathi Fernandez,F,51,15,1,1,None
6490,45925,Girish Mirza,M,70,10,7,18,Psychological
6491,49551,Sudha Lingaiah,F,71,16,4,15,Psychological
6492,49575,Reshma Hegde,F,72,2,1,6,None
6493,49648,Sudha Bhat,F,36,12,1,8,None
6494,49648,Nanditha Hanumaiah,F,71,10,1,6,Psychological
6495,49711,Nikhil Khan,M,25,8,1,8,Grievous
6496,4016,Salman Sharma,M,18,6,1,7,Psychological
6497,5655,Faisal Shaikh,M,58,13,2,10,Psychological
6498,9422,Pavithra Desai,F,58,15,1,6,Minor
6499,12643,Vanitha Acharya,F,56,4,3,13,Psychological
6500,13125,Chandana Hegde,F,66,10,7,18,Minor
6501,13928,Bhavana Siddiqui,F,29,7,3,12,None
6502,17239,Ayesha Sridhara,F,29,3,1,8,None
6503,18439,Arjun Joshi,M,25,18,1,7,Psychological
6504,20801,Pooja Bhat,F,27,17,7,18,None
6505,20968,Pooja Naik,F,16,15,1,2,Minor
6506,20968,Mahesh Khan,M,34,15,1,3,Minor
6507,27184,Umesh Hegde,M,28,2,1,8,Grievous
6508,27184,Girish Puttaiah,M,72,18,2,9,Grievous
6509,27184,Vijay Khan,M,15,16,3,12,Grievous
6510,29038,Lokesh Patil,M,47,2,7,18,None
6511,29119,Spandana Verma,F,20,7,7,18,Minor
6512,29860,Rohan Thimmaiah,M,46,3,7,18,None
6513,37130,Lakshmi Krishnappa,F,68,12,7,18,Psychological
6514,37718,Sumathi Muddaiah,F,58,12,1,1,None
6515,41098,Ajay Khan,M,55,10,1,2,Grievous
6516,42016,Manjula Nair,F,29,5,1,3,Psychological
6517,48187,Santosh Patel,M,67,16,2,9,Grievous
6518,2398,Fathima Choudhary,F,74,17,1,4,None
6519,4582,Siddesh Patil,M,46,14,1,7,None
6520,4843,Sudha Sharma,F,73,15,4,14,None
6521,5421,Sunil Choudhary,M,44,12,1,2,None
6522,8125,Lakshmi Naik,F,71,2,4,15,None
6523,9839,Lakshmi Raju,F,34,4,7,18,Psychological
6524,11916,Mallika Krishnappa,F,17,18,1,4,None
6525,12283,Sumathi Gupta,F,56,10,1,2,Psychological
6526,13000,Vikas Krishnappa,M,71,18,1,2,None
6527,16877,Sowmya Mirza,F,39,10,1,4,None
6528,16877,Radha Gupta,F,16,6,2,9,None
6529,21251,Savitha Puttaiah,F,34,1,1,7,Minor
6530,27685,Sumathi Singh,F,73,4,1,3,None
6531,27685,Kavitha Siddiqui,F,37,15,1,8,None
6532,32870,Sudha Pinto,F,74,16,1,2,Grievous
6533,32870,Akshata Hanumaiah,F,43,14,1,1,Minor
6534,34280,Suresh Rao,M,28,3,7,18,None
6535,35440,Reshma Desai,F,71,2,1,7,None
6536,38182,Sanjay Joshi,M,30,7,1,1,Minor
6537,38182,Madesh Patel,M,25,2,2,11,Minor
6538,38182,Spandana Siddiqui,F,45,14,3,12,Grievous
6539,38762,Geeta Mirza,F,44,6,1,3,None
6540,46140,Akshata Sridhara,F,26,17,1,2,Minor
6541,46619,Ratna Singh,F,73,1,1,2,None
6542,429,Sunil Siddiqui,M,74,7,1,4,None
6543,765,Anil Desai,M,32,16,2,10,None
6544,3402,Rekha Rao,F,44,9,2,11,None
6545,5417,Usha Hegde,F,29,6,4,14,Minor
6546,7984,Faisal Kumar,M,64,15,1,1,Minor
6547,9590,Ayesha Kamath,F,64,14,2,11,Minor
6548,19883,Nirmala Raju,F,15,15,1,3,None
6549,22026,Mallika Murthy,F,67,9,2,9,Minor
6550,22184,Manoj Joshi,M,65,15,7,18,None
6551,23971,Sharadha Hanumaiah,F,70,14,1,6,Minor
6552,23971,Padmavathi Fernandez,F,52,16,2,11,Psychological
6553,28613,Kiran Sharma,M,64,5,7,18,Fatal
6554,31054,Gayathri Swamy,F,41,2,1,2,None
6555,34778,Surendra Gowda,M,44,17,7,18,None
6556,38042,Sneha Muddaiah,F,56,11,7,18,Fatal
6557,41673,Deepak Raju,M,64,9,5,16,None
6558,44636,Gayathri Mirza,F,51,9,1,5,None
6559,45388,Sunitha Verma,F,74,18,1,8,Minor
6560,47471,Harish Yellappa,M,41,13,3,13,Grievous
6561,48551,Anitha Sharma,F,43,18,1,4,Psychological
6562,7030,Siddesh Patil,M,44,11,1,4,Minor
6563,10328,Sunil Sridhara,M,63,17,1,2,Minor
6564,10328,Umesh Patil,M,53,1,2,11,None
6565,14195,Madesh Muddaiah,M,40,10,5,16,None
6566,14769,Uma Sharma,F,72,13,3,13,None
6567,14769,Shanthala Shenoy,F,32,2,1,5,Minor
6568,19709,Manoj Krishnappa,M,27,11,7,18,Grievous
6569,19709,Mahesh Rangaiah,M,22,13,1,5,Minor
6570,20048,Manoj Krishnappa,M,57,10,1,8,Minor
6571,20140,Suresh Gowda,M,59,8,2,11,None
6572,20592,Pushpa Shenoy,F,73,15,7,18,Minor
6573,25003,Dinesh Fernandez,M,46,16,7,18,Minor
6574,25061,Radha Patil,F,31,12,1,5,Grievous
6575,38585,Mohammed Bhat,M,70,13,1,1,None
6576,43952,Divya Raju,F,52,13,3,13,Minor
6577,44688,Veena Pinto,F,66,11,5,16,None
6578,4852,Rajesh Muddaiah,M,29,9,1,7,Psychological
6579,10339,Radha Fernandez,F,22,9,4,15,Psychological
