EmployeeID,UnitID,DesignationID,FirstName,LastName,Gender,DOB,JoinDate,PhoneNo
368,46,8,Spandana,Lingaiah,F,1974-02-02,1996-10-20,8082095327
369,47,9,Ajay,Verma,M,1987-04-14,2019-09-05,9634695085
370,47,12,Praveen,Nayak,M,1976-11-26,2007-01-28,8271909967
371,47,9,Vijay,DSouza,M,1969-05-04,1994-12-19,8154406060
372,47,11,Dinesh,Kamath,M,1969-04-11,1998-08-11,8398506156
373,47,10,Abhishek,Hanumaiah,M,1988-06-14,2012-01-11,9539732676
374,47,14,Sanjay,Swamy,M,1973-11-24,2000-08-15,8158149482
375,47,15,Bharath,Hegde,M,1976-11-20,1999-05-28,9682292089
376,47,11,Padmavathi,Siddiqui,F,1969-12-03,1991-09-21,9888100019
377,48,11,Ramesh,Lingaiah,M,1981-09-18,2010-11-25,9659099345
378,48,12,Umesh,Yellappa,M,1997-09-03,2022-06-17,9898943201
379,48,10,Akash,Krishnappa,M,1973-08-06,1997-10-19,9929622504
380,48,15,Basavaraj,Rao,M,1979-08-08,2002-05-12,9515745651
381,48,13,Siddesh,Basappa,M,1994-01-02,2022-06-04,8295035920
382,48,12,Chandana,Muddaiah,F,1976-07-21,2004-06-19,9920447168
383,48,14,Sunil,Veerappa,M,1990-06-27,2017-08-26,8191095825
384,48,8,Pavithra,Shetty,F,1993-03-08,2016-09-21,9438389345
385,49,10,Manjunath,Puttaiah,M,1972-11-08,2000-06-24,9774628070
386,49,15,Anil,Rangaiah,M,1975-11-27,2003-01-08,9827164449
387,49,10,Umesh,Siddiqui,M,1997-01-19,2021-01-06,9434164229
388,49,14,Surendra,Hanumaiah,M,1966-12-24,1998-05-03,9570291054
389,49,15,Krishnaraj,Patil,M,1979-07-20,2003-10-27,9693646063
390,49,12,Ravi,Fernandez,M,1986-08-20,2017-02-08,8061735818
391,49,8,Praveen,Veerappa,M,1997-11-14,2021-10-04,9673870080
392,49,8,Sowmya,Krishnappa,F,1972-02-16,2004-03-20,8210161088
393,50,14,Divya,Choudhary,F,1988-01-23,2018-07-08,8161168696
394,50,9,Nagaraj,Shetty,M,1981-08-25,2006-02-10,8382978342
395,50,11,Rajesh,Gowda,M,1998-02-17,2020-07-21,9552399610
396,50,9,Shivakumar,Desai,M,1981-05-28,2011-07-19,9392125234
397,50,14,Akash,Verma,M,1991-09-26,2021-08-06,9385040303
398,50,12,Ajay,Hanumaiah,M,1987-12-13,2011-11-04,9569940949
399,50,10,Dinesh,Verma,M,1997-07-26,2022-09-20,9916986408
400,50,10,Gayathri,Siddiqui,F,1965-02-27,1989-08-20,8021830043
401,51,11,Manjunath,Reddy,M,1967-12-13,1995-10-21,8248449249
402,51,8,Nikhil,Joshi,M,1996-08-01,2021-11-26,8248387144
403,51,11,Nandakumar,Patil,M,1967-06-08,1999-01-06,9747035619
404,51,13,Madesh,Prasad,M,1990-10-07,2020-01-24,9722101856
405,51,13,Basavaraj,Gupta,M,1979-10-07,2008-07-19,9845045256
406,51,9,Bharath,Kumar,M,1997-05-11,2020-09-09,8287160950
407,51,15,Siddesh,Hanumaiah,M,1995-04-25,2022-08-22,8188762521
408,51,8,Roopa,Nayak,F,1981-02-13,2013-04-22,9552376656
409,52,13,Puneeth,Muddaiah,M,1965-12-27,1991-04-10,9763543563
410,52,13,Ganesh,Lingaiah,M,1976-08-11,2003-04-19,9434532913
411,52,11,Nagaveni,Nair,F,1980-12-08,2006-04-08,9543513553
412,52,13,Priya,Hegde,F,1972-02-22,2004-08-20,9882675403
413,52,15,Parvathi,Shaikh,F,1985-08-19,2011-08-06,8247616749
414,52,10,Mahesh,Veerappa,M,1992-08-18,2014-09-12,8033461307
415,52,9,Imran,Veerappa,M,1994-06-23,2016-01-22,9560925964
416,52,9,Hemavathi,Swamy,F,1981-03-18,2007-04-09,8192286747
417,53,10,Shashi,Desai,M,1978-07-23,2005-06-28,8047531240
418,53,10,Abhishek,Fernandez,M,1979-02-24,2005-04-18,8061121302
419,53,10,Krishnaraj,Gowda,M,1976-07-16,2000-11-17,8252376193
420,53,12,Manoj,Lingaiah,M,1968-07-04,1992-01-07,9473960038
421,53,9,Veena,Acharya,F,1981-06-12,2011-09-26,9456189726
422,53,9,Basavaraj,Fernandez,M,1977-10-19,2009-11-18,9648199537
423,53,15,Nikhil,Sridhara,M,1970-07-20,1996-08-21,9632491607
424,53,13,Sunitha,Siddiqui,F,1990-02-03,2014-06-08,9352530677
425,54,12,Surendra,Mirza,M,1990-05-15,2017-12-19,8270436720
426,54,10,Suresh,Shetty,M,1980-11-09,2003-04-06,8023825676
427,54,15,Bharath,Sharma,M,1966-07-17,1989-02-09,8330840572
428,54,14,Ajay,Singh,M,1980-12-10,2009-11-05,9680698159
429,54,8,Kavitha,DSouza,F,1987-06-28,2016-08-28,8246562845
430,54,10,Imran,Muddaiah,M,1976-10-20,2005-11-24,9985696716
431,54,12,Basavaraj,Basappa,M,1979-02-15,2005-06-14,9430900054
432,54,12,Lakshmi,Gowda,F,1998-03-12,2022-08-18,9876025948
433,55,15,Pushpa,Gowda,F,1992-05-20,2017-01-18,9335309568
434,55,14,Girish,Khan,M,1975-12-24,2007-07-27,8039607414
435,55,14,Pradeep,Khan,M,1998-10-26,2022-05-10,9981396350
436,55,14,Usha,Kumar,F,1976-03-10,1999-11-15,8370769389
437,55,15,Praveen,Prabhu,M,1966-03-02,1996-01-06,9747864772
438,55,15,Rahul,Gowda,M,1979-02-05,2001-08-07,9366404064
439,55,15,Manjunath,Yellappa,M,1967-06-03,1991-01-09,8019581091
440,55,15,Asha,Nair,F,1981-07-27,2003-02-25,9561646699
441,56,15,Vikas,Rao,M,1977-08-24,2000-09-22,9573461570
442,56,12,Deepak,Patil,M,1967-12-18,1997-02-09,8195700705
443,56,13,Mahesh,DSouza,M,1978-02-08,2010-07-11,9832462726
444,56,9,Girish,Khan,M,1965-01-19,1994-12-20,9659848284
445,56,11,Ravi,Thimmaiah,M,1970-11-20,1997-11-02,9857716774
446,56,9,Umesh,Thimmaiah,M,1979-06-18,2011-06-26,8135899364
447,56,14,Basavaraj,Shetty,M,1981-01-16,2010-09-10,8275779034
448,56,11,Bhavana,Joshi,F,1987-06-24,2016-05-28,8384426456
449,57,10,Gopal,Kamath,M,1981-09-12,2010-01-25,9977908497
450,57,10,Suresh,Shaikh,M,1988-10-08,2015-12-03,9982337519
451,57,11,Divya,Fernandez,F,1996-09-05,2022-05-11,8096020669
452,57,9,Puneeth,DSouza,M,1969-01-27,1993-03-28,9837122588
453,57,11,Dinesh,Rao,M,1989-11-16,2019-10-23,8344351488
454,57,11,Surendra,Kumar,M,1965-04-21,1994-02-15,9918147041
455,57,14,Manjunath,Sharma,M,1982-09-02,2005-05-03,9579724133
456,57,9,Uma,Singh,F,1989-04-07,2019-11-08,8393929707
457,58,14,Uma,Siddiqui,F,1987-11-15,2019-07-04,9634212413
458,58,13,Madesh,Patil,M,1993-06-11,2022-06-28,9365343779
459,58,14,Rahul,Prabhu,M,1980-10-18,2005-07-25,8244103265
460,58,15,Gopal,Prasad,M,1965-12-02,1991-10-01,8228130896
461,58,12,Lakshmi,Shenoy,F,1979-04-28,2006-01-25,9484311410
462,58,10,Dinesh,Rao,M,1994-06-05,2018-05-12,8343535226
463,58,12,Naresh,Hanumaiah,M,1990-10-07,2013-12-11,8133206579
464,58,15,Sneha,Pinto,F,1971-10-21,1997-01-24,8361210252
465,59,8,Nikhil,Acharya,M,1987-07-14,2010-04-24,9990839556
466,59,14,Rekha,Shenoy,F,1998-01-11,2022-10-05,9377431202
467,59,10,Mahesh,Fernandez,M,1990-08-25,2021-10-17,9739807828
468,59,14,Shivakumar,Shetty,M,1986-02-16,2017-12-02,8263578549
469,59,14,Lokesh,Desai,M,1973-03-16,2003-04-16,8097543303
470,59,11,Vikas,Kumar,M,1982-07-11,2014-10-03,9765510043
471,59,13,Praveen,Prabhu,M,1987-10-21,2009-05-06,9392707781
472,59,15,Rubina,Bhat,F,1993-01-27,2018-04-22,9330936786
473,60,9,Rakesh,Sharma,M,1980-10-05,2006-01-11,9750952251
474,60,8,Prasad,Verma,M,1978-04-18,2008-05-18,8193623280
475,60,10,Imran,Pinto,M,1966-07-19,1998-09-02,9432859916
476,60,11,Rohan,Pinto,M,1982-01-15,2014-01-03,8098633740
477,60,13,Dinesh,Naik,M,1983-11-13,2008-07-17,9752339783
478,60,9,Naveen,Nair,M,1997-08-18,2019-01-08,8250926679
479,60,14,Arjun,Patil,M,1966-06-22,1993-06-21,9441702866
480,60,12,Rekha,Siddiqui,F,1981-07-27,2003-09-09,9530361927
481,61,14,Madesh,Shetty,M,1970-12-13,2000-11-20,9940524866
482,61,10,Nagaraj,Shenoy,M,1986-08-18,2010-04-21,9687984620
483,61,11,Umesh,Shenoy,M,1998-03-14,2022-11-19,9652613620
484,61,9,Naveen,Prabhu,M,1974-12-01,2001-07-14,9469459055
485,61,12,Shivakumar,Nair,M,1971-03-06,1993-10-20,9491282861
486,61,11,Surendra,Singh,M,1979-11-01,2006-02-23,8127996802
487,61,15,Faisal,Mirza,M,1988-03-28,2016-08-16,9631983035
488,61,11,Manjula,Rao,F,1991-01-09,2019-04-24,9937223861
489,62,9,Naveen,Sridhara,M,1996-12-11,2022-04-14,8015613827
490,62,14,Rahul,Prabhu,M,1990-10-24,2021-10-18,8296086421
491,62,8,Divya,Hegde,F,1993-08-27,2015-04-17,8263098035
492,62,8,Spandana,Murthy,F,1998-11-02,2022-05-15,8050876565
493,62,12,Venkatesh,Patil,M,1992-05-20,2014-12-17,9672220513
494,62,15,Radha,Krishnappa,F,1972-03-25,2003-12-18,9662756521
495,62,15,Suresh,Joshi,M,1994-10-23,2019-08-03,9453496580
496,62,10,Reshma,Nayak,F,1970-02-23,1999-11-12,9780305568
497,63,10,Siddesh,Lingaiah,M,1989-01-25,2013-06-19,9930144703
498,63,10,Naveen,Sharma,M,1991-05-10,2020-05-21,9625777827
499,63,11,Lakshmi,Shaikh,F,1981-01-15,2010-08-18,9891602221
500,63,11,Vanitha,Rangaiah,F,1995-08-14,2022-02-20,8310882216
501,63,12,Nandakumar,Siddiqui,M,1978-01-06,2002-01-21,9314928616
502,63,8,Madesh,Hanumaiah,M,1984-06-03,2006-02-14,9631654047
503,63,10,Venkatesh,Rangaiah,M,1988-01-03,2014-06-12,8019082067
504,63,14,Spandana,Kumar,F,1983-08-05,2006-12-28,9454185620
505,64,11,Imran,Verma,M,1968-02-19,2000-09-03,8191171931
506,64,12,Vidya,Puttaiah,F,1985-05-17,2016-10-12,9692448605
507,64,15,Shashi,Joshi,M,1979-12-10,2004-01-04,9872395893
508,64,9,Arjun,Verma,M,1991-07-02,2018-06-18,9938499515
509,64,11,Imran,Kamath,M,1981-02-10,2007-09-18,9310822924
510,64,13,Prasad,Prasad,M,1966-03-07,1993-06-22,8173686372
511,64,10,Krishnaraj,Bhat,M,1994-09-11,2022-07-24,9879937264
512,64,12,Bhavana,Fernandez,F,1985-09-18,2007-04-19,9954522609
513,65,13,Ganesh,Bhat,M,1982-01-11,2010-11-18,9686635858
514,65,10,Surendra,Nayak,M,1984-12-28,2011-12-02,9465548633
515,65,11,Manjunath,Sridhara,M,1984-04-17,2010-03-04,9315019076
516,65,9,Gopal,Krishnappa,M,1966-08-17,1990-04-11,8180280155
517,65,13,Shivakumar,Hegde,M,1998-11-05,2022-12-02,8162021209
518,65,9,Rajesh,Shenoy,M,1967-11-28,1998-02-11,8116192775
519,65,12,Suresh,Hanumaiah,M,1984-11-07,2011-04-07,9447131272
520,65,13,Veena,DSouza,F,1972-05-05,1996-05-04,9893610257
521,66,9,Anil,Muddaiah,M,1987-09-11,2013-03-23,9487052108
522,66,9,Ajay,Shaikh,M,1986-09-15,2008-03-01,8116772091
523,66,8,Naresh,Desai,M,1990-03-23,2021-10-21,8192720444
524,66,13,Praveen,DSouza,M,1970-08-19,1994-02-27,8123054418
525,66,15,Krishnaraj,Singh,M,1979-03-28,2010-05-12,8034609232
526,66,13,Rohan,Prabhu,M,1994-08-01,2017-08-04,9374243595
527,66,10,Vijay,Raju,M,1973-09-04,2001-12-26,9753737494
528,66,9,Pushpa,Muddaiah,F,1994-07-19,2022-04-20,9583544472
529,67,15,Siddesh,Kumar,M,1986-04-27,2017-07-26,8086129797
530,67,11,Naveen,DSouza,M,1969-12-23,2000-08-04,8390003898
531,67,9,Gopal,Joshi,M,1984-07-03,2015-02-22,8360856575
532,67,8,Naresh,Verma,M,1973-10-25,2005-01-25,9698701999
533,67,12,Siddesh,Shaikh,M,1993-04-07,2022-06-10,8350876026
534,67,14,Reshma,Raju,F,1970-10-01,2001-09-13,9649484797
535,67,8,Rajesh,Lingaiah,M,1987-02-28,2013-01-08,8089210454
536,67,14,Fathima,Prabhu,F,1989-07-13,2017-09-07,9933274710
537,68,11,Bharath,Murthy,M,1988-07-05,2014-11-05,9611557295
538,68,8,Shivakumar,Thimmaiah,M,1992-03-03,2016-11-26,8071207129
539,68,14,Rubina,Joshi,F,1994-09-14,2022-08-13,9340298433
540,68,8,Abhishek,Thimmaiah,M,1980-12-17,2006-07-18,8359253883
541,68,8,Abhishek,Basappa,M,1988-02-19,2017-12-03,9680653292
542,68,12,Mallika,Veerappa,F,1970-09-20,1993-04-16,9999085263
543,68,9,Pooja,Siddiqui,F,1984-10-02,2011-09-25,9872930506
544,68,15,Pavithra,Basappa,F,1986-07-12,2012-05-06,9890213415
545,69,12,Mahesh,Siddiqui,M,1995-10-06,2022-01-22,9493794410
546,69,15,Naresh,Shetty,M,1997-02-28,2022-05-05,8347711414
547,69,12,Rajesh,Nayak,M,1976-10-24,2000-11-15,9333541704
548,69,11,Shashi,Joshi,M,1998-01-11,2021-03-20,9676565050
549,69,14,Nikhil,Murthy,M,1980-11-15,2012-03-07,8356315279
550,69,12,Akash,Nayak,M,1968-03-15,1996-08-10,8181473736
551,69,11,Gayathri,Fernandez,F,1989-08-09,2013-09-28,8011592230
552,70,15,Siddesh,Fernandez,M,1985-09-22,2007-02-18,9957490002
553,70,14,Rubina,Mirza,F,1982-06-09,2008-02-09,9988406887
554,70,11,Rahul,Fernandez,M,1977-09-11,2009-12-06,9383499313
555,70,8,Ganesh,Gowda,M,1991-02-17,2014-11-15,9339449560
556,70,12,Praveen,Rao,M,1966-10-03,1988-10-22,9590448089
557,70,9,Naresh,Puttaiah,M,1973-07-22,2005-10-26,9624877375
558,70,10,Padmavathi,Kamath,F,1994-11-03,2022-08-09,8099600963
559,71,13,Manoj,Patil,M,1969-05-25,1991-07-13,9318060935
560,71,12,Naveen,Sridhara,M,1969-08-07,2000-07-06,9976042812
561,71,14,Anil,Shaikh,M,1971-08-23,1997-02-02,9719450582
562,71,12,Nikhil,Sridhara,M,1966-08-05,1998-11-01,9899201885
563,71,10,Imran,Acharya,M,1990-10-01,2020-12-25,8174174787
564,71,9,Chethan,Singh,M,1965-07-23,1994-02-19,8258173202
565,71,13,Pooja,Shenoy,F,1990-01-21,2022-02-12,8255642455
566,72,15,Akash,Kamath,M,1977-03-18,1999-07-22,9550113698
567,72,9,Pradeep,Pinto,M,1987-08-03,2019-08-24,9528782825
568,72,8,Rahul,Rangaiah,M,1980-08-13,2003-09-21,9477066471
569,72,15,Suresh,Rao,M,1986-01-11,2008-07-04,9597758252
570,72,15,Mohammed,Muddaiah,M,1974-12-19,1999-02-02,9675618337
571,72,15,Nandakumar,Rao,M,1980-12-21,2004-01-06,9916705248
572,72,12,Uma,Yellappa,F,1975-10-03,1998-02-16,8392628262
573,73,11,Nagaraj,Acharya,M,1990-06-04,2022-10-18,9653163063
574,73,11,Kavitha,Rangaiah,F,1976-06-03,1999-05-05,8032555403
575,73,10,Gopal,Khan,M,1967-03-04,1999-10-13,9612097866
576,73,9,Lakshmi,Gowda,F,1976-02-23,2008-10-10,8073889312
577,73,11,Shivakumar,Siddiqui,M,1982-09-15,2010-04-06,8315049433
578,73,15,Nandakumar,Reddy,M,1984-06-14,2006-09-08,9525771632
579,73,9,Rubina,Swamy,F,1997-04-15,2022-11-07,9417122803
580,74,10,Mohammed,Basappa,M,1996-03-06,2022-01-02,9958881166
581,74,14,Manoj,Acharya,M,1994-01-04,2016-09-06,9613901068
582,74,9,Ganesh,Khan,M,1993-10-19,2020-07-07,9953712695
583,74,9,Deepak,Singh,M,1971-04-24,1999-04-13,9519868991
584,74,15,Mahesh,Desai,M,1974-04-20,2003-03-13,9328307917
585,74,11,Pradeep,Raju,M,1982-04-11,2006-01-23,8318006318
586,74,12,Meena,Nayak,F,1994-08-14,2018-06-08,9491018650
587,75,10,Abhishek,Lingaiah,M,1979-02-14,2009-08-28,9589400640
588,75,15,Sanjay,Gowda,M,1992-12-28,2017-04-11,8087774748
589,75,10,Abhishek,Gowda,M,1991-01-02,2020-12-25,8214512474
590,75,14,Krishnaraj,Pinto,M,1971-08-16,1996-02-18,9864575354
591,75,10,Nirmala,Kamath,F,1980-11-03,2002-08-22,9431716808
592,75,8,Venkatesh,Yellappa,M,1973-12-13,1997-06-21,8195013818
593,75,8,Fathima,Kumar,F,1989-12-11,2019-01-10,8046210517
594,76,11,Rohan,Fernandez,M,1970-10-11,1992-09-22,9316920612
595,76,13,Venkatesh,Shaikh,M,1967-06-12,1991-11-18,9785263692
596,76,11,Umesh,Acharya,M,1980-09-04,2012-08-24,8338158070
597,76,11,Deepak,Raju,M,1982-09-22,2010-05-02,9760038218
598,76,15,Lokesh,Veerappa,M,1972-08-23,2002-11-27,8249227057
599,76,13,Salman,Fernandez,M,1969-04-15,1992-02-13,9648704726
600,76,9,Uma,Patil,F,1982-02-23,2006-08-05,9579885511
601,77,8,Sumathi,Choudhary,F,1973-08-12,2001-08-24,9912883305
602,77,9,Suresh,Singh,M,1998-11-11,2022-10-11,9996711527
603,77,15,Kiran,DSouza,M,1998-09-15,2022-05-19,9651137063
604,77,12,Sunil,Basappa,M,1988-05-25,2010-03-12,9471193423
605,77,10,Reshma,Muddaiah,F,1983-03-06,2015-03-06,9525692379
606,77,13,Abhishek,Shetty,M,1993-05-12,2017-04-18,9899329049
607,77,13,Nirmala,Bhat,F,1988-08-18,2012-09-10,9713345404
608,78,15,Nikhil,Bhat,M,1994-06-05,2016-12-18,8254463735
609,78,12,Krishnaraj,Kamath,M,1974-10-24,2003-06-23,9774287772
610,78,10,Pooja,Lingaiah,F,1972-05-01,2000-10-27,9569857441
611,78,13,Mahesh,Puttaiah,M,1977-10-17,2002-05-07,9821219199
612,78,15,Mohammed,DSouza,M,1970-09-13,1995-08-11,8391212170
613,78,8,Madesh,Swamy,M,1990-03-23,2018-06-13,9311636220
614,78,12,Nirmala,Raju,F,1984-08-28,2014-02-07,8165782199
615,79,12,Deepa,Desai,F,1991-03-27,2022-10-03,9637888268
616,79,13,Ganesh,Rangaiah,M,1989-02-01,2017-11-09,8033473742
617,79,10,Praveen,Joshi,M,1989-05-18,2018-01-27,9488545322
618,79,15,Sunil,Naik,M,1965-03-09,1991-11-27,9973423402
619,79,12,Harish,Joshi,M,1996-12-21,2021-01-04,9476176080
620,79,9,Nanditha,Swamy,F,1995-10-14,2021-11-22,8126050250
621,79,13,Pavithra,Hanumaiah,F,1966-05-06,1997-01-05,9371880273
622,80,10,Nirmala,Patil,F,1968-05-12,1996-11-12,9848903840
623,80,9,Lokesh,Nair,M,1976-02-20,2000-09-11,9350409241
624,80,13,Dinesh,Muddaiah,M,1987-03-01,2011-09-10,9375082045
625,80,10,Dinesh,Verma,M,1974-09-08,1999-09-20,8281416669
626,80,9,Harish,Yellappa,M,1969-02-27,1993-01-16,9351818682
627,80,10,Gopal,Puttaiah,M,1998-06-06,2022-01-24,9739844365
628,80,10,Sneha,Bhat,F,1979-05-05,2004-03-03,8024995099
629,81,15,Akash,Desai,M,1967-04-04,1989-11-17,8317954445
630,81,12,Ramesh,Kumar,M,1984-11-01,2007-02-20,9588866745
631,81,10,Akshata,Raju,F,1966-02-05,1992-10-12,9331549640
632,81,11,Pavithra,Hanumaiah,F,1969-02-27,2000-01-17,9535709072
633,81,10,Sowmya,Gowda,F,1971-04-17,2000-06-23,8334847161
634,81,9,Naveen,Raju,M,1989-07-07,2019-04-14,9752181984
635,81,9,Mallika,Nayak,F,1998-03-16,2022-12-10,8215450389
636,82,15,Rakesh,Murthy,M,1983-08-20,2009-11-27,8140316218
637,82,12,Nagaraj,Nair,M,1969-08-22,1996-03-01,9975987927
638,82,14,Gopal,Veerappa,M,1970-02-05,1998-07-23,8323652916
639,82,10,Ganesh,Swamy,M,1977-06-07,2008-07-04,9567002833
640,82,12,Akash,Rangaiah,M,1982-11-13,2009-08-22,8364283500
641,82,12,Priya,Yellappa,F,1971-02-09,2000-08-08,9928066831
642,82,8,Uma,Sharma,F,1969-08-22,1991-03-13,8353883276
643,83,9,Akash,Kumar,M,1998-08-26,2022-04-10,9976826878
644,83,12,Chethan,Acharya,M,1966-01-14,1989-07-15,9360511038
645,83,8,Ramesh,Joshi,M,1984-12-06,2013-07-05,9462221499
646,83,9,Abhishek,Fernandez,M,1996-11-18,2022-09-19,8173875700
647,83,10,Lokesh,Sharma,M,1990-05-16,2021-07-20,9957347151
648,83,12,Deepak,Sharma,M,1966-10-02,1990-06-12,8313610435
649,83,13,Gayathri,Hegde,F,1992-06-12,2020-06-02,9942779846
650,84,12,Kiran,Reddy,M,1969-05-04,1996-03-01,8253770661
651,84,14,Abhishek,Krishnappa,M,1991-05-01,2020-10-01,9360699081
652,84,13,Abhishek,Hegde,M,1996-02-23,2022-04-11,8177480448
653,84,13,Deepa,Shaikh,F,1984-06-14,2009-08-21,9781918425
654,84,12,Mahesh,Shenoy,M,1990-04-20,2013-12-28,8322714930
655,84,12,Ganesh,Hanumaiah,M,1998-08-14,2022-06-26,9797447790
656,84,12,Pavithra,Shenoy,F,1992-11-18,2019-04-14,8043724189
657,85,15,Madesh,Lingaiah,M,1976-01-21,2006-03-19,8138582041
658,85,15,Sanjay,Siddiqui,M,1992-10-24,2022-01-17,9558892118
659,85,11,Shivakumar,Fernandez,M,1984-07-14,2011-02-21,9565356542
660,85,12,Santosh,Patil,M,1981-11-20,2006-07-08,9730127592
661,85,11,Salman,Shenoy,M,1994-08-18,2022-07-21,9837110707
662,85,10,Suresh,Patel,M,1982-11-18,2006-11-28,9875208604
663,85,8,Rekha,Reddy,F,1985-10-10,2008-07-12,9998238841
664,86,14,Meena,Khan,F,1972-10-24,2002-02-17,9987902618
665,86,12,Nagaveni,Reddy,F,1980-10-04,2007-06-27,8362338292
666,86,11,Vidya,Verma,F,1974-02-06,1999-05-15,8044132362
667,86,8,Nagaveni,Muddaiah,F,1988-12-04,2015-09-14,8143064092
668,86,10,Parvathi,Basappa,F,1988-05-01,2020-10-02,9917337997
669,86,11,Manoj,Lingaiah,M,1989-05-21,2016-11-04,8241726640
670,86,15,Gayathri,Gowda,F,1990-05-10,2013-04-10,9531505334
671,87,13,Ayesha,Choudhary,F,1967-05-28,1990-08-16,8054657219
672,87,9,Ravi,Pinto,M,1981-09-03,2008-07-20,8253858104
673,87,8,Akash,Sharma,M,1976-11-15,2008-03-01,8036853654
674,87,13,Abhishek,Reddy,M,1972-03-08,2002-12-25,9927460780
675,87,14,Hemavathi,Sridhara,F,1995-12-05,2021-03-22,8353967101
676,87,11,Naresh,Choudhary,M,1988-03-13,2016-10-08,9813082993
677,87,11,Radha,Yellappa,F,1977-05-23,2001-01-13,8367566435
678,88,10,Naresh,Swamy,M,1975-10-04,1997-12-17,8070895638
679,88,15,Geeta,Singh,F,1978-04-28,2004-05-24,8161281039
680,88,11,Surendra,Verma,M,1983-12-22,2008-07-06,8029588118
681,88,12,Vikas,Shaikh,M,1993-04-12,2022-11-21,8121507650
682,88,10,Deepak,Pinto,M,1990-11-07,2018-12-14,8344390017
683,88,8,Mahesh,Acharya,M,1980-08-12,2011-11-26,8316108500
684,88,8,Padmavathi,Krishnappa,F,1989-05-13,2021-06-05,8215519702
685,89,12,Ravi,Krishnappa,M,1996-06-15,2020-02-11,8268106835
686,89,9,Deepak,Rao,M,1973-08-28,1999-12-12,8047973618
687,89,12,Rubina,Patel,F,1998-06-14,2022-06-24,8130302410
688,89,15,Mahesh,Nair,M,1974-01-08,1998-01-16,9431951974
689,89,14,Rakesh,Thimmaiah,M,1967-08-12,1997-08-15,8125098270
690,89,10,Geeta,Raju,F,1970-04-28,1996-03-27,9678281626
691,89,12,Bhavana,DSouza,F,1978-10-01,2008-10-06,8020312681
692,90,15,Mohammed,Hegde,M,1986-01-10,2018-11-04,8060138147
693,90,9,Deepak,Bhat,M,1966-02-15,1998-08-15,9946147308
694,90,8,Prasad,Rao,M,1993-06-24,2022-03-07,9896388439
695,90,8,Arjun,Kumar,M,1989-02-13,2015-03-08,8021970652
696,90,11,Ravi,Murthy,M,1990-05-21,2022-03-04,9475880113
697,90,12,Pooja,Puttaiah,F,1973-06-22,1996-06-17,9575716091
698,90,15,Gayathri,Basappa,F,1982-10-20,2010-02-25,8059423803
699,91,14,Pradeep,Desai,M,1970-01-17,1997-08-22,9596920825
700,91,10,Shashi,Veerappa,M,1998-02-10,2022-07-03,8150318100
701,91,10,Mohammed,Shenoy,M,1980-09-14,2006-10-02,8220272020
702,91,9,Pavithra,Desai,F,1991-02-15,2022-12-19,9457708716
703,91,9,Nikhil,Krishnappa,M,1966-02-24,1998-08-06,9662741841
704,91,14,Faisal,Shenoy,M,1985-10-24,2014-11-15,8345577682
705,91,13,Asha,Verma,F,1976-02-24,2007-05-28,9924271459
706,92,8,Rajesh,Prasad,M,1972-01-06,2004-08-15,8098277293
707,92,15,Pushpa,Shaikh,F,1988-12-22,2020-07-26,9421762188
708,92,8,Praveen,Nayak,M,1966-12-07,1988-04-16,9929482265
709,92,14,Pradeep,Muddaiah,M,1977-02-10,2006-03-16,8012928205
710,92,10,Arjun,Pinto,M,1993-08-16,2015-08-19,9537023185
711,92,14,Mahesh,Acharya,M,1965-02-21,1993-07-28,8187666600
712,92,12,Kavitha,Thimmaiah,F,1990-08-17,2021-12-20,9975485030
713,93,8,Puneeth,Naik,M,1992-10-11,2022-02-09,9965987241
714,93,9,Nagaveni,Shaikh,F,1987-08-23,2015-01-06,9435796821
715,93,15,Sunil,Krishnappa,M,1979-10-22,2006-10-28,9972876614
716,93,12,Rahul,Murthy,M,1991-11-21,2018-08-26,9693462271
717,93,9,Madesh,Basappa,M,1973-03-07,1997-10-16,9765832475
718,93,15,Pushpa,Khan,F,1978-09-02,2000-06-09,9331287665
719,93,10,Pavithra,Rao,F,1969-06-14,1992-10-08,9785427873
720,94,12,Prasad,Raju,M,1967-09-09,1991-12-28,8291106361
721,94,8,Gopal,Yellappa,M,1972-02-26,2003-10-26,9785493830
722,94,9,Ravi,Siddiqui,M,1972-04-12,1996-12-10,8177900294
723,94,9,Shivakumar,Mirza,M,1988-06-27,2012-02-28,9568936139
724,94,8,Shanthala,Basappa,F,1986-05-17,2010-02-09,9365701512
725,94,11,Shivakumar,Veerappa,M,1991-04-05,2019-07-14,8179277190
726,94,13,Savitha,Sridhara,F,1974-01-23,2004-02-03,9352252354
727,95,10,Nagaraj,Sharma,M,1990-01-22,2022-03-19,9894772931
728,95,12,Sunitha,Prasad,F,1984-12-24,2011-06-01,9480839007
729,95,10,Imran,Prasad,M,1993-11-07,2022-10-26,8397514936
730,95,13,Salman,Mirza,M,1990-04-10,2013-01-18,9362344046
731,95,10,Puneeth,Muddaiah,M,1983-04-03,2013-09-10,8255729171
732,95,10,Suresh,Naik,M,1981-04-27,2007-12-14,8224823261
733,95,8,Parvathi,Patel,F,1997-06-04,2019-11-04,8149991663
734,96,8,Venkatesh,Acharya,M,1980-12-19,2011-12-21,9981576791
735,96,11,Nirmala,Shenoy,F,1983-11-26,2014-11-05,8079748476
